day,pressure,maxtemp,temperature,mintemp,dewpoint,humidity,cloud,rainfall,sunshine,wind,windspeed
9,1010.3,30.0,26.3,22.2,17.3,58.3,36.2,no,9.145833333333334,22.9,27.7
10,1010.6,30.0,25.6,21.0,17.1,60.8,27.2,no,10.1,28.0,22.3
11,1011.4,31.5,26.3,21.8,17.1,57.5,35.9,no,9.616666666666667,39.8,31.7
12,1012.9,26.0,22.8,18.7,13.3,55.5,29.6,no,9.625,13.7,161.3
13,1012.5,27.1,22.4,17.7,12.9,55.8,27.3,no,10.395833333333334,9.1,24.1
14,1011.4,28.0,23.7,18.8,15.0,59.3,30.7,no,10.291666666666666,18.0,16.6
15,1009.3,31.0,25.3,19.6,17.6,64.4,27.1,no,10.466666666666667,282.3,13.0
16,1009.6,31.0,26.4,22.0,19.1,65.8,39.5,no,10.0625,212.2,11.2
17,1011.2,30.0,26.3,22.0,18.8,65.8,44.0,no,9.720833333333333,48.1,20.5
18,1012.7,29.8,25.3,20.8,15.7,55.8,27.5,no,10.566666666666666,30.8,22.3
19,1011.9,28.0,23.8,20.0,13.6,53.4,34.2,no,9.85,18.2,18.4
20,1011.2,30.0,24.6,20.0,16.6,62.3,34.4,no,9.512500000000001,10.1,16.6
21,1009.7,31.0,26.3,21.2,17.1,58.3,33.7,no,9.424999999999999,9.2,18.4
22,1008.8,32.0,27.3,23.6,19.4,62.7,39.0,no,7.366666666666667,46.8,13.0
23,1009.1,32.0,27.7,24.0,21.9,71.7,44.0,yes,8.095833333333333,173.8,13.0
24,1010.2,32.0,28.0,24.8,21.5,69.0,48.6,yes,7.720833333333334,189.5,18.4
25,1009.6,33.0,27.9,24.0,22.4,73.5,39.8,yes,8.958333333333334,172.4,13.0
26,1009.0,33.0,28.2,24.2,21.8,70.1,35.0,yes,9.104166666666666,158.8,14.8
27,1009.1,33.0,28.3,24.6,22.3,71.9,32.8,yes,8.941666666666666,187.6,77.8
28,1010.3,34.0,29.0,25.0,21.6,66.3,39.6,yes,9.841666666666667,76.9,20.5
29,1011.6,33.0,27.7,23.8,16.1,49.9,32.2,yes,10.391666666666667,56.4,20.5
30,1011.9,32.0,26.7,22.0,15.6,51.4,28.0,no,10.795833333333334,53.8,24.1
31,1011.6,32.0,27.5,23.0,17.3,54.8,27.3,no,10.866666666666667,41.1,16.6
1,1011.8,32.0,28.0,23.6,18.8,58.4,37.9,no,10.595833333333333,16.7,18.4
2,1011.9,32.0,28.0,24.0,20.1,64.7,38.3,no,10.466666666666667,100.5,7.6
3,1011.6,33.0,28.3,23.1,18.7,58.5,27.3,no,10.695833333333333,54.1,16.6
4,1012.1,33.0,27.9,23.6,17.5,55.6,28.2,no,10.729166666666666,64.0,18.4
5,1011.1,33.0,28.2,22.8,18.6,57.0,27.5,no,10.754166666666668,16.4,14.8
6,1009.7,33.0,28.6,23.6,20.7,63.6,32.6,no,8.7875,12.5,14.8
7,1009.8,34.0,29.2,25.0,20.4,61.5,27.5,no,10.445833333333333,249.4,9.4
8,1009.3,34.0,28.3,24.0,22.8,73.8,38.4,yes,8.7875,187.1,16.6
9,1009.0,32.0,27.1,24.0,22.6,78.3,71.3,yes,9.004166666666666,201.0,22.3
10,1009.6,30.0,27.0,24.0,22.5,76.9,57.1,yes,7.054166666666667,13.8,16.6
11,1010.9,31.0,27.7,25.0,20.4,66.0,60.3,no,9.391666666666667,15.7,14.8
12,1012.0,32.0,27.8,25.0,17.3,55.4,37.8,no,11.237499999999999,22.2,14.8
13,1012.1,32.0,27.1,23.0,19.0,65.5,40.9,no,10.929166666666667,185.4,13.0
14,1012.0,31.0,26.3,22.0,20.8,73.3,39.6,yes,9.608333333333333,177.5,18.4
15,1010.8,32.0,26.3,22.0,20.9,73.3,38.7,no,10.345833333333333,160.2,16.6
16,1010.1,31.0,26.1,22.0,20.5,73.1,33.3,no,9.225,159.3,16.6
17,1011.7,32.0,26.9,23.0,19.6,66.6,36.1,no,10.504166666666666,148.4,16.6
18,1013.3,32.0,27.2,23.0,16.7,55.4,38.8,no,11.741666666666667,64.5,33.5
19,1013.5,32.0,27.5,22.0,14.9,47.4,23.7,no,10.0,52.1,24.1
20,1013.9,31.0,26.8,23.0,15.5,51.2,25.0,no,11.933333333333332,68.4,27.7
21,1012.8,32.0,26.8,22.0,17.6,59.2,39.2,no,11.975,301.8,9.4
22,1010.7,33.0,26.8,22.0,19.7,67.2,38.4,no,11.679166666666667,181.2,16.6
23,1009.8,33.0,27.0,22.0,20.6,70.3,37.1,no,11.329166666666666,160.4,14.8
24,1008.6,32.1,27.4,23.0,22.1,74.2,32.8,no,9.4,168.0,16.6
25,1006.8,35.0,28.4,23.2,22.7,73.3,37.9,no,10.491666666666667,156.0,16.6
26,1005.5,35.0,29.0,25.0,23.8,75.5,30.7,no,10.816666666666668,158.9,20.5
27,1006.1,35.0,29.1,25.0,22.8,71.5,35.8,no,10.420833333333333,156.4,14.8
28,1008.4,34.0,28.8,25.0,22.9,72.6,43.5,no,10.629166666666666,162.3,18.4
1,1010.9,34.0,29.3,25.0,23.1,71.1,51.6,yes,9.333333333333334,170.4,16.6
2,1010.8,34.0,29.5,26.0,23.2,70.2,46.7,yes,10.120833333333334,157.3,18.4
3,1011.1,32.0,28.5,26.0,22.6,71.2,44.0,yes,8.966666666666667,167.0,18.4
4,1011.3,35.0,29.7,26.0,21.6,63.2,37.1,no,9.970833333333333,151.3,20.5
5,1011.1,35.0,29.1,24.0,20.9,63.8,27.5,no,12.108333333333334,171.3,18.4
6,1011.7,35.0,29.3,24.0,20.6,62.0,28.3,no,12.279166666666667,158.1,14.8
7,1010.7,34.0,29.1,24.4,21.8,66.3,27.3,no,11.983333333333334,164.5,22.3
8,1011.4,34.0,29.5,25.0,21.2,63.0,43.3,no,11.125,169.3,16.6
9,1011.1,34.0,29.5,25.2,21.3,62.6,49.8,yes,10.933333333333332,180.0,16.6
10,1010.9,35.0,30.1,26.0,20.1,57.3,33.5,no,10.75,188.1,14.8
11,1010.7,35.0,30.2,25.7,21.2,60.9,28.1,no,11.620833333333332,188.0,20.5
12,1011.1,35.0,29.9,26.0,20.4,58.7,40.9,yes,11.2875,163.4,16.6
13,1010.7,35.0,30.3,25.8,19.5,54.3,40.0,no,10.950000000000001,186.8,13.0
14,1009.2,34.0,29.7,26.0,21.2,61.7,30.8,yes,10.945833333333333,175.6,18.4
15,1008.9,34.0,29.1,24.4,21.2,63.7,27.5,no,10.941666666666668,175.6,18.4
16,1008.3,34.0,29.2,24.9,21.7,65.2,27.3,no,10.695833333333333,161.5,18.4
17,1008.3,35.0,29.2,25.0,21.3,63.8,31.0,no,10.799999999999999,157.5,20.5
18,1008.0,34.0,29.3,25.0,21.4,64.0,29.0,no,10.304166666666667,153.2,14.8
19,1007.2,36.0,30.3,25.3,22.0,63.3,28.2,no,10.733333333333334,163.9,14.8
20,1006.1,35.0,30.3,27.0,23.3,67.6,42.8,yes,8.154166666666667,162.2,16.6
21,1006.5,35.0,30.9,26.8,23.8,67.5,50.0,yes,10.879166666666668,143.0,18.4
22,1009.3,36.0,30.9,26.0,20.9,58.5,50.8,yes,10.9375,85.9,22.3
23,1009.5,36.0,31.5,27.0,19.0,49.0,34.0,no,12.308333333333332,47.0,27.7
24,1008.1,36.0,31.2,26.8,20.6,55.0,39.3,no,11.916666666666666,94.0,16.6
25,1008.1,35.0,30.7,28.0,22.8,63.6,50.7,yes,10.483333333333333,165.2,20.5
26,1007.8,35.0,30.5,26.7,22.4,63.3,48.7,yes,11.191666666666668,160.8,18.4
27,1007.1,36.0,30.7,26.0,22.7,63.5,44.6,no,11.9375,166.2,16.6
28,1006.7,36.0,31.1,26.0,22.7,63.0,35.5,no,12.145833333333334,163.6,18.4
29,1005.9,36.0,30.8,26.0,23.5,66.7,43.8,yes,10.575000000000001,170.3,18.4
30,1004.4,37.0,31.1,26.0,23.5,66.5,41.4,no,11.629166666666668,181.1,24.1
31,1003.5,39.0,31.7,27.0,22.0,60.0,44.1,no,12.195833333333333,183.1,24.1
1,1004.0,38.0,31.7,27.0,22.3,60.8,40.8,no,12.241666666666667,175.7,18.4
2,1004.7,38.0,32.2,27.0,23.2,61.4,40.8,yes,11.0875,165.2,20.5
3,1006.0,34.0,29.7,24.0,23.7,71.0,56.4,yes,9.854166666666666,135.9,24.1
4,1007.6,35.0,30.1,26.9,23.4,68.7,57.3,yes,9.120833333333334,161.2,20.5
5,1008.5,36.0,30.3,27.0,23.8,69.5,44.3,yes,10.020833333333334,147.0,18.4
6,1009.3,34.0,29.9,26.0,22.8,66.7,43.2,yes,10.608333333333333,159.2,16.6
7,1009.5,35.0,30.6,27.0,22.2,62.2,36.5,no,11.674999999999999,176.1,16.6
8,1008.2,35.0,30.8,27.0,22.5,62.3,46.3,yes,8.725,176.7,14.8
9,1008.4,34.0,28.6,24.0,23.3,74.3,50.5,yes,10.2125,170.3,18.4
10,1009.7,34.0,29.5,25.6,24.0,74.0,51.8,yes,10.9,136.4,16.6
11,1010.8,35.0,29.6,25.8,23.6,72.1,50.8,yes,9.9625,116.6,16.6
12,1010.8,34.0,29.6,26.8,23.6,70.6,47.7,yes,10.125,157.7,14.8
13,1009.9,35.0,30.7,27.0,23.4,66.5,50.0,yes,10.737499999999999,152.9,14.8
14,1009.6,33.0,28.9,26.0,23.0,71.8,50.8,yes,10.820833333333333,147.5,18.4
15,1008.1,36.0,30.9,26.2,23.5,66.4,46.6,yes,11.6625,113.5,13.0
16,1007.9,35.0,30.1,27.0,23.9,70.6,45.5,yes,9.695833333333333,166.7,18.4
17,1009.6,35.0,29.3,26.0,23.8,73.8,50.0,yes,11.0875,193.8,18.4
18,1009.2,35.0,28.9,25.0,23.6,74.6,47.1,yes,9.7125,171.9,29.5
19,1008.2,32.0,27.6,25.0,24.5,84.1,65.2,yes,9.0375,174.5,16.6
20,1007.6,36.0,30.1,26.0,24.0,72.8,57.8,yes,11.0875,177.3,22.3
21,1007.3,36.0,31.1,27.0,24.2,68.8,43.3,yes,10.908333333333333,196.9,18.4
22,1007.1,37.0,29.7,25.0,24.3,75.8,50.0,yes,8.4625,183.2,18.4
23,1006.8,33.0,28.0,25.0,24.8,83.8,58.8,yes,6.804166666666667,185.7,20.5
24,1006.9,36.0,28.6,25.0,23.7,77.1,52.6,yes,8.975,190.8,37.1
25,1007.5,35.0,28.9,26.0,23.9,76.1,37.5,yes,9.299999999999999,204.5,18.4
26,1007.2,37.0,30.1,26.0,24.0,71.9,51.4,yes,11.4125,200.5,27.7
27,1008.8,32.0,29.1,27.0,24.3,76.0,53.4,yes,9.783333333333333,116.2,16.6
28,1009.8,35.0,29.4,26.0,23.7,72.7,50.0,yes,10.566666666666666,149.7,20.5
29,1009.4,35.0,30.1,27.0,23.4,68.4,49.0,yes,10.016666666666667,163.1,12.2
30,1009.1,35.0,30.0,27.0,23.5,69.4,50.0,yes,9.833333333333334,138.5,14.8
1,1009.4,36.0,30.5,27.0,23.8,68.7,49.1,yes,9.670833333333333,147.5,13.0
2,1008.8,35.0,31.2,27.1,23.8,66.2,55.1,yes,10.529166666666667,140.8,14.8
3,1007.1,36.0,31.5,28.0,24.8,68.3,41.4,yes,10.158333333333333,142.1,14.8
4,1006.5,36.0,31.5,27.0,23.8,65.3,50.0,no,11.725,157.5,14.8
5,1006.7,37.0,31.5,25.0,23.8,65.5,50.4,yes,11.216666666666667,150.6,25.9
6,1009.1,33.0,28.2,25.0,24.1,79.8,56.9,yes,8.950000000000001,16.2,16.6
7,1009.4,33.0,28.9,25.0,23.9,75.4,50.0,yes,9.933333333333334,349.9,14.8
8,1007.5,35.0,30.9,27.0,25.1,72.8,49.2,yes,10.545833333333333,167.2,11.2
9,1007.2,35.0,31.0,28.0,24.6,70.2,50.3,yes,9.4125,173.8,14.8
10,1006.8,36.0,31.1,27.0,24.2,67.7,43.4,yes,11.558333333333332,168.8,11.2
11,1006.1,36.0,31.6,28.0,24.2,65.9,40.8,yes,11.862499999999999,159.0,14.8
12,1005.6,36.0,31.3,28.0,24.7,69.0,48.1,yes,10.895833333333334,185.5,11.2
13,1005.1,36.0,31.4,28.0,24.9,69.6,50.2,yes,11.424999999999999,173.7,18.4
14,1005.3,35.0,31.2,28.0,24.9,70.1,48.3,yes,9.491666666666667,157.6,14.8
15,1006.3,36.0,30.0,26.0,24.6,74.8,44.0,yes,9.520833333333334,152.3,31.7
16,1006.3,36.0,30.5,26.0,24.7,72.8,47.0,yes,10.833333333333334,157.0,13.0
17,1006.4,35.0,30.6,26.0,25.0,73.1,49.0,yes,7.7625,164.1,31.7
18,1007.1,33.0,28.4,25.0,24.8,81.9,50.0,yes,9.304166666666667,178.2,22.3
19,1006.3,35.0,30.0,27.0,25.1,76.6,50.5,yes,10.737499999999999,204.1,22.3
20,1006.5,34.0,29.7,27.0,25.7,79.8,50.5,yes,11.237499999999999,190.7,20.5
21,1006.0,36.0,31.5,28.0,24.1,66.6,43.3,yes,11.279166666666667,226.0,22.3
22,1005.4,34.0,30.0,27.2,23.7,69.6,52.5,yes,8.466666666666667,227.2,29.5
23,1005.0,34.0,30.7,28.0,24.3,69.9,50.5,yes,9.325000000000001,229.2,20.5
24,1006.7,29.0,26.6,23.0,24.3,87.4,65.2,yes,8.170833333333333,180.9,31.7
25,1006.6,29.0,26.9,25.0,24.4,86.3,71.5,yes,4.75,187.5,20.5
26,1006.2,32.0,28.1,26.0,24.0,79.0,61.3,yes,7.066666666666666,206.9,13.0
27,1006.5,33.0,28.4,26.0,24.9,82.4,50.8,yes,6.375,184.2,33.5
28,1007.8,34.0,29.6,26.0,24.7,76.4,50.0,yes,7.9624999999999995,185.6,16.6
29,1007.8,35.0,30.6,26.0,24.1,70.2,37.5,yes,11.3375,199.8,16.6
30,1006.7,36.0,30.0,27.0,24.3,72.8,37.4,yes,10.520833333333334,201.5,27.7
31,1005.3,35.0,30.4,27.0,24.2,71.5,49.7,yes,11.604166666666666,218.8,20.5
1,1005.4,38.0,31.9,28.0,24.3,66.6,45.5,yes,12.058333333333332,205.4,16.6
2,1005.6,36.0,31.8,28.0,24.7,67.4,44.6,yes,11.7875,221.4,14.8
3,1006.7,36.0,30.6,27.0,24.7,72.6,50.0,yes,11.112499999999999,207.8,20.5
4,1006.3,37.0,31.4,27.0,24.8,70.1,47.1,yes,11.716666666666667,206.2,20.5
5,1006.4,36.0,31.6,28.0,24.5,67.3,47.5,yes,9.875,223.2,20.5
6,1006.1,35.0,30.4,27.3,24.7,72.8,56.8,yes,8.841666666666667,215.5,18.4
7,1006.8,33.0,29.6,28.0,23.3,69.8,62.0,yes,8.391666666666667,220.8,29.5
8,1007.5,31.0,28.1,27.0,24.4,80.8,51.6,yes,5.441666666666666,197.5,20.5
9,1007.0,33.0,29.2,25.1,23.6,73.3,50.8,yes,4.966666666666667,233.1,20.5
10,1005.9,30.0,28.2,26.0,23.2,74.8,77.6,yes,4.3125,238.7,24.1
11,1004.8,34.0,28.7,25.0,22.9,72.7,71.5,yes,5.9125000000000005,240.5,20.5
12,1006.0,32.0,27.5,25.0,22.9,76.8,77.6,yes,3.3249999999999997,229.9,25.9
13,1006.5,34.0,29.4,26.0,23.6,72.8,59.1,yes,8.345833333333333,216.3,29.5
14,1007.0,34.0,29.0,26.2,24.6,78.7,57.5,yes,10.475,206.2,20.5
15,1006.6,33.0,29.0,27.0,24.0,75.5,61.5,yes,8.345833333333333,231.2,33.4
16,1007.8,34.0,29.0,26.0,23.8,73.8,54.1,yes,10.0375,215.3,27.7
17,1008.7,35.0,29.1,27.0,23.5,72.9,52.7,yes,11.420833333333334,269.2,37.1
18,1008.4,36.0,30.7,26.0,23.1,66.8,44.3,yes,12.341666666666667,226.5,16.6
19,1007.8,37.0,31.3,27.8,22.3,61.0,45.2,yes,11.520833333333334,234.3,13.0
20,1006.6,36.0,30.2,26.0,23.2,68.8,43.6,yes,11.491666666666667,229.4,25.9
21,1005.9,35.0,29.2,26.0,24.3,76.6,52.1,yes,9.766666666666667,208.0,22.3
22,1007.1,34.0,28.3,26.0,24.4,80.1,60.9,yes,9.029166666666667,206.6,27.7
23,1008.1,33.0,28.6,26.0,24.0,77.3,54.3,yes,9.6625,231.5,31.7
24,1006.7,35.0,30.1,26.0,23.6,69.7,48.1,yes,10.870833333333332,219.2,14.8
25,1005.9,35.0,29.9,26.0,23.8,70.7,47.5,yes,10.520833333333334,214.1,20.5
26,1007.3,35.0,30.4,26.0,23.9,69.4,44.3,yes,10.370833333333334,190.3,20.5
27,1008.4,36.0,30.8,27.0,23.5,66.9,40.2,yes,11.1875,194.8,16.6
28,1007.4,38.0,30.8,27.0,23.5,67.5,44.3,yes,11.170833333333334,208.0,14.8
29,1006.6,36.0,30.9,27.0,23.8,67.5,50.2,yes,11.575000000000001,206.7,20.5
30,1006.7,36.0,30.4,27.0,23.5,68.1,45.5,yes,10.6,224.6,31.7
1,1007.1,36.0,29.8,28.0,24.0,72.3,50.0,yes,9.299999999999999,201.7,13.0
2,1007.3,36.0,30.4,27.0,24.2,71.3,40.4,yes,11.2125,210.0,24.1
3,1005.8,37.0,30.9,27.0,23.2,65.8,38.5,yes,11.204166666666666,293.1,14.8
4,1004.9,37.0,31.3,27.0,24.2,68.0,48.7,yes,11.583333333333334,196.4,14.8
5,1004.5,33.0,28.2,26.0,24.8,82.4,50.7,yes,7.945833333333333,182.0,22.3
6,1004.3,32.0,27.4,26.0,25.3,89.0,59.2,yes,9.245833333333334,199.1,27.7
7,1005.5,34.0,27.7,25.0,23.7,79.7,50.2,yes,7.166666666666667,220.6,16.6
8,1005.8,31.0,28.0,25.0,23.5,77.6,58.5,yes,6.604166666666667,214.0,22.3
9,1005.3,32.0,27.9,26.0,23.6,78.2,54.8,yes,2.7416666666666667,176.4,24.1
10,1005.7,32.0,28.6,26.0,24.0,77.1,49.9,yes,4.554166666666666,171.1,18.4
11,1007.3,35.0,29.5,26.0,24.1,73.7,49.0,yes,9.3375,179.5,14.8
12,1007.7,34.0,29.0,26.0,24.5,77.7,46.2,yes,8.966666666666667,160.5,11.2
13,1006.7,34.0,28.2,26.0,24.8,82.6,55.4,yes,9.554166666666667,30.1,16.6
14,1005.9,33.0,27.7,25.0,24.7,84.5,63.5,yes,8.108333333333333,194.7,27.7
15,1006.8,32.0,27.8,25.0,24.3,82.6,50.8,yes,9.129166666666666,210.1,25.9
16,1008.3,34.0,27.9,25.0,23.7,79.6,61.4,yes,7.666666666666667,261.2,26.0
17,1006.4,35.0,29.2,25.0,23.7,74.5,47.5,yes,10.666666666666666,258.6,16.6
18,1005.0,33.0,29.3,27.0,23.5,71.9,50.2,yes,6.404166666666666,231.4,29.5
19,1006.1,33.0,28.0,25.0,22.2,71.6,53.2,yes,5.9750000000000005,237.7,38.6
20,1007.3,33.0,29.2,26.0,22.8,69.7,50.2,yes,7.716666666666666,231.5,27.7
21,1006.5,32.0,28.7,26.0,23.2,73.0,50.0,yes,8.970833333333333,231.6,27.7
22,1006.2,34.0,29.2,24.0,23.2,71.8,53.4,yes,7.258333333333333,223.7,25.9
23,1005.6,31.0,29.1,27.0,23.3,71.5,50.5,yes,6.5249999999999995,232.1,22.3
24,1005.4,32.0,28.9,26.0,23.8,74.7,50.8,yes,5.533333333333334,235.6,25.9
25,1006.0,32.0,27.9,25.0,23.4,77.5,68.4,yes,7.708333333333333,224.5,27.7
26,1005.3,33.0,29.3,26.0,23.0,69.4,50.0,yes,10.116666666666667,228.1,24.1
27,1004.7,33.0,29.6,26.0,23.4,70.4,49.0,yes,9.262500000000001,234.9,31.7
28,1004.5,31.0,28.4,27.0,24.0,77.3,58.8,yes,7.754166666666666,230.8,31.7
29,1005.3,33.0,29.3,27.0,23.7,72.3,50.0,yes,7.508333333333333,232.8,29.5
30,1005.9,34.0,29.9,26.0,23.4,69.4,50.0,yes,7.266666666666667,230.6,33.5
31,1006.2,34.0,30.4,27.0,24.0,69.9,50.0,yes,9.383333333333333,225.1,24.1
1,1005.0,36.0,30.9,27.0,23.3,65.1,43.3,yes,9.179166666666667,234.7,29.5
2,1005.6,34.0,30.2,26.8,23.6,68.7,51.8,yes,9.891666666666667,235.0,35.3
3,1006.4,34.0,30.6,28.0,23.1,65.5,49.1,yes,10.158333333333333,244.0,33.4
4,1006.8,34.0,30.2,27.0,23.3,67.6,50.8,yes,9.104166666666666,232.6,27.7
5,1006.8,35.0,30.4,27.0,23.7,68.7,46.8,yes,10.008333333333333,233.3,27.7
6,1007.1,34.0,29.9,27.0,23.6,69.8,43.5,yes,9.5375,221.0,29.5
7,1007.4,36.0,30.8,27.0,23.8,68.1,52.6,yes,9.170833333333333,238.5,22.3
8,1007.0,37.0,30.8,27.0,24.4,70.8,54.9,yes,10.358333333333333,244.7,16.6
9,1005.8,36.0,29.9,27.0,24.9,76.1,50.0,yes,10.6,193.6,16.6
10,1004.9,36.0,30.0,27.0,24.8,75.0,50.8,yes,9.841666666666667,199.6,35.3
11,1007.5,34.0,29.1,27.0,24.3,76.7,53.1,yes,8.395833333333334,204.2,40.7
12,1009.4,35.0,30.0,26.0,24.0,72.7,51.6,yes,8.15,215.8,29.5
13,1007.6,34.0,29.7,27.0,23.8,71.7,50.0,yes,8.695833333333333,210.0,20.5
14,1006.5,34.0,29.7,26.0,22.7,67.3,50.2,yes,6.6000000000000005,223.1,24.1
15,1008.9,29.0,27.5,26.0,24.4,83.1,68.0,yes,4.279166666666667,188.1,11.2
16,1010.7,34.0,29.5,26.0,23.7,73.2,50.0,yes,11.270833333333334,341.3,14.8
17,1009.6,34.0,29.6,26.0,23.9,72.9,50.0,yes,11.154166666666667,342.4,13.0
18,1007.7,35.0,29.0,26.0,23.3,73.1,50.0,yes,8.366666666666667,94.5,11.2
19,1007.1,34.0,29.4,25.2,24.0,74.6,50.2,yes,11.295833333333334,167.3,16.6
20,1007.8,36.0,28.4,24.0,24.1,79.0,52.3,yes,9.879166666666666,174.8,18.4
21,1008.3,34.0,28.9,24.0,23.1,72.7,44.1,yes,10.716666666666667,192.9,9.4
22,1007.1,35.0,30.4,27.0,23.7,68.7,43.8,yes,11.362499999999999,216.0,22.3
23,1006.4,35.0,29.5,27.0,23.9,73.3,62.9,yes,9.137500000000001,217.4,31.7
24,1005.5,34.0,28.7,26.0,24.0,76.4,48.6,yes,8.987499999999999,209.7,16.6
25,1005.6,33.0,28.0,25.0,23.4,77.0,48.1,yes,4.383333333333334,193.6,33.5
26,1006.2,32.0,28.2,26.0,23.7,77.9,60.4,yes,5.516666666666667,199.6,18.4
27,1006.6,32.0,29.0,26.0,22.6,69.1,50.0,yes,9.491666666666667,230.0,18.4
28,1006.4,34.0,28.5,25.0,24.0,77.6,59.7,yes,8.475,308.1,14.8
29,1006.9,33.0,27.6,25.0,24.3,83.5,49.7,yes,5.8,296.6,16.6
30,1007.2,33.0,28.4,25.0,24.3,80.0,50.0,yes,8.820833333333333,346.2,18.4
31,1007.6,33.0,28.1,25.0,24.1,80.4,60.2,yes,7.2625,271.0,14.8
1,1007.6,33.0,27.1,25.0,24.4,86.1,54.2,yes,10.025,345.7,37.1
2,1006.9,33.0,28.5,25.0,24.9,82.4,48.1,yes,8.591666666666667,179.0,29.5
3,1006.7,32.0,28.7,26.3,23.0,72.2,50.7,yes,7.354166666666667,251.5,27.7
4,1007.1,31.0,28.5,26.0,23.3,74.4,50.8,yes,6.995833333333334,215.7,24.1
5,1007.8,32.0,27.6,25.0,23.9,81.3,63.4,yes,7.583333333333333,257.9,18.4
6,1008.2,32.0,27.4,25.0,24.3,84.8,62.0,yes,8.366666666666667,244.3,22.3
7,1006.6,32.0,27.3,25.0,24.6,86.4,62.9,yes,8.075000000000001,234.9,14.8
8,1004.7,31.0,27.8,26.0,24.7,84.0,66.2,yes,5.816666666666666,191.7,14.8
9,1006.0,31.0,27.6,25.4,24.4,83.1,55.0,yes,7.491666666666667,198.3,20.5
10,1007.0,32.0,28.2,26.0,24.0,78.7,50.8,yes,6.379166666666666,231.5,20.5
11,1006.3,31.0,27.9,26.0,23.8,79.5,57.0,yes,3.204166666666667,250.6,24.1
12,1003.8,34.0,29.4,27.0,23.8,72.6,71.3,yes,5.983333333333333,254.1,18.4
13,1004.1,34.0,29.0,25.0,24.3,76.8,66.7,yes,9.275,246.7,22.3
14,1007.0,31.0,27.2,25.0,24.8,86.9,61.0,yes,2.5541666666666667,229.8,16.6
15,1008.6,31.0,27.4,25.1,24.9,86.7,62.5,yes,5.25,184.4,20.5
16,1008.4,33.0,28.9,25.0,24.3,78.0,51.1,yes,9.829166666666667,173.8,13.0
17,1008.2,32.0,28.9,26.0,24.7,78.8,57.0,yes,10.75,167.5,13.0
18,1007.5,34.0,29.8,27.0,24.4,73.8,50.2,yes,10.108333333333333,12.3,16.6
19,1007.9,28.0,25.7,24.0,24.0,90.9,71.2,yes,3.608333333333333,297.3,14.8
20,1007.1,30.0,26.9,25.0,24.1,85.3,67.0,yes,7.995833333333334,198.0,16.6
21,1006.6,31.0,27.8,26.0,24.7,83.7,64.6,yes,8.2125,185.3,25.9
22,1006.6,33.0,27.8,26.0,24.7,84.1,46.0,yes,7.379166666666666,202.6,18.4
23,1007.6,32.0,28.1,26.0,23.7,78.4,56.6,yes,5.266666666666667,244.6,20.5
24,1006.9,31.0,27.5,26.0,25.0,87.1,77.5,yes,4.970833333333333,218.8,25.9
25,1006.9,31.0,27.8,26.0,24.6,83.3,72.6,yes,6.6875,206.3,11.2
26,1006.6,32.0,28.7,25.0,24.6,79.7,54.1,yes,4.9624999999999995,113.4,16.6
27,1007.0,33.0,29.5,26.0,24.4,75.7,50.0,yes,9.725,157.7,14.8
28,1007.5,32.0,28.9,26.0,25.1,81.1,58.1,yes,9.154166666666667,82.8,20.5
29,1006.7,33.0,29.9,27.0,25.3,77.3,50.0,yes,9.020833333333334,318.4,11.2
30,1007.5,32.0,27.6,26.0,25.0,86.6,66.2,yes,5.908333333333334,174.2,20.5
1,1008.0,33.0,28.2,26.0,24.8,82.8,57.8,yes,8.829166666666667,189.2,25.9
2,1008.4,29.0,26.4,25.0,25.3,93.7,66.2,yes,6.716666666666666,204.0,13.0
3,1007.6,32.0,28.1,25.0,24.7,82.9,50.7,yes,6.966666666666666,334.7,9.4
4,1006.2,32.0,28.0,26.0,24.9,83.8,50.8,yes,9.549999999999999,329.2,14.8
5,1005.1,32.0,27.7,25.0,24.6,83.9,50.8,yes,8.4375,303.9,20.5
6,1004.0,29.0,27.1,25.0,24.8,87.9,52.6,yes,4.670833333333333,281.0,9.4
7,1003.3,31.0,27.3,25.8,24.7,86.3,65.3,yes,5.395833333333333,288.3,13.0
8,1003.8,32.0,28.3,25.0,24.7,81.7,66.2,yes,7.625,228.5,14.8
9,1005.0,31.0,27.7,26.0,24.6,83.4,67.0,yes,6.683333333333334,233.2,28.9
10,1004.4,33.0,29.2,26.0,24.3,75.6,56.9,yes,8.5625,235.2,20.5
11,1004.1,32.0,28.7,25.8,24.8,80.5,68.0,yes,5.2749999999999995,229.8,22.3
12,1004.0,32.0,28.5,26.0,24.0,77.0,50.9,yes,3.6875,233.4,29.5
13,1002.9,32.0,28.7,26.0,24.0,76.8,50.0,yes,4.308333333333334,239.5,20.5
14,1003.8,33.0,28.8,26.0,24.6,78.9,64.1,yes,6.4750000000000005,227.9,25.9
15,1005.4,32.0,28.7,26.0,24.8,80.4,53.9,yes,4.520833333333333,214.5,18.4
16,1006.8,31.0,28.2,24.0,24.8,83.0,50.8,yes,4.4624999999999995,346.4,11.2
17,1007.9,29.0,25.7,24.0,23.5,88.4,67.0,yes,3.2291666666666665,327.9,13.0
18,1009.3,29.0,25.9,23.0,22.8,83.5,62.2,yes,6.683333333333334,12.7,11.2
19,1011.5,34.0,29.7,26.0,25.1,77.7,50.5,yes,9.491666666666667,133.2,13.0
